index,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
9236,1974-07-06,Brazil,Poland,0.0,1.0,FIFA World Cup,Munich,Germany,True,1974
9238,1974-07-07,Germany,Netherlands,2.0,1.0,FIFA World Cup,Munich,Germany,False,1974
10744,1978-06-01,Germany,Poland,0.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10745,1978-06-02,Argentina,Hungary,2.0,1.0,FIFA World Cup,Buenos Aires,Argentina,False,1978
10746,1978-06-02,France,Italy,1.0,2.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10747,1978-06-02,Mexico,Tunisia,1.0,3.0,FIFA World Cup,Rosario,Argentina,True,1978
10748,1978-06-03,Austria,Spain,2.0,1.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10749,1978-06-03,Brazil,Sweden,1.0,1.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10750,1978-06-03,Iran,Netherlands,0.0,3.0,FIFA World Cup,Mendoza,Argentina,True,1978
10751,1978-06-03,Peru,Scotland,3.0,1.0,FIFA World Cup,Córdoba,Argentina,True,1978
10752,1978-06-06,Argentina,France,2.0,1.0,FIFA World Cup,Buenos Aires,Argentina,False,1978
10753,1978-06-06,Germany,Mexico,6.0,0.0,FIFA World Cup,Córdoba,Argentina,True,1978
10754,1978-06-06,Hungary,Italy,1.0,3.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10755,1978-06-06,Poland,Tunisia,1.0,0.0,FIFA World Cup,Rosario,Argentina,True,1978
10756,1978-06-07,Austria,Sweden,1.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10757,1978-06-07,Brazil,Spain,0.0,0.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10758,1978-06-07,Iran,Scotland,1.0,1.0,FIFA World Cup,Córdoba,Argentina,True,1978
10759,1978-06-07,Netherlands,Peru,0.0,0.0,FIFA World Cup,Mendoza,Argentina,True,1978
10760,1978-06-10,Argentina,Italy,0.0,1.0,FIFA World Cup,Buenos Aires,Argentina,False,1978
10761,1978-06-10,France,Hungary,3.0,1.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10762,1978-06-10,Germany,Tunisia,0.0,0.0,FIFA World Cup,Córdoba,Argentina,True,1978
10763,1978-06-10,Mexico,Poland,1.0,3.0,FIFA World Cup,Rosario,Argentina,True,1978
10765,1978-06-11,Austria,Brazil,0.0,1.0,FIFA World Cup,Mar del Plata,Argentina,True,1978
10766,1978-06-11,Iran,Peru,1.0,4.0,FIFA World Cup,Córdoba,Argentina,True,1978
10768,1978-06-11,Netherlands,Scotland,2.0,3.0,FIFA World Cup,Mendoza,Argentina,True,1978
10769,1978-06-11,Spain,Sweden,1.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10771,1978-06-14,Argentina,Poland,2.0,0.0,FIFA World Cup,Rosario,Argentina,False,1978
10773,1978-06-14,Austria,Netherlands,1.0,5.0,FIFA World Cup,Córdoba,Argentina,True,1978
10774,1978-06-14,Brazil,Peru,3.0,0.0,FIFA World Cup,Mendoza,Argentina,True,1978
10775,1978-06-14,Germany,Italy,0.0,0.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10779,1978-06-18,Argentina,Brazil,0.0,0.0,FIFA World Cup,Rosario,Argentina,False,1978
10780,1978-06-18,Austria,Italy,0.0,1.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10781,1978-06-18,Germany,Netherlands,2.0,2.0,FIFA World Cup,Córdoba,Argentina,True,1978
10783,1978-06-18,Peru,Poland,0.0,1.0,FIFA World Cup,Mendoza,Argentina,True,1978
10784,1978-06-21,Argentina,Peru,6.0,0.0,FIFA World Cup,Rosario,Argentina,False,1978
10785,1978-06-21,Austria,Germany,3.0,2.0,FIFA World Cup,Córdoba,Argentina,True,1978
10786,1978-06-21,Brazil,Poland,3.0,1.0,FIFA World Cup,Mendoza,Argentina,True,1978
10788,1978-06-21,Italy,Netherlands,1.0,2.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10792,1978-06-24,Brazil,Italy,2.0,1.0,FIFA World Cup,Buenos Aires,Argentina,True,1978
10793,1978-06-25,Argentina,Netherlands,3.0,1.0,FIFA World Cup,Buenos Aires,Argentina,False,1978
12549,1982-06-13,Argentina,Belgium,0.0,1.0,FIFA World Cup,Barcelona,Spain,True,1982
12552,1982-06-14,Brazil,Russia,2.0,1.0,FIFA World Cup,Seville,Spain,True,1982
12553,1982-06-14,Italy,Poland,0.0,0.0,FIFA World Cup,Vigo,Spain,True,1982
12554,1982-06-15,Hungary,El Salvador,10.0,1.0,FIFA World Cup,Elche,Spain,True,1982
12556,1982-06-15,Peru,Cameroon,0.0,0.0,FIFA World Cup,La Coruña,Spain,True,1982
12557,1982-06-15,Scotland,New Zealand,5.0,2.0,FIFA World Cup,Málaga,Spain,True,1982
12558,1982-06-16,England,France,3.0,1.0,FIFA World Cup,Bilbao,Spain,True,1982
12559,1982-06-16,Germany,Algeria,1.0,2.0,FIFA World Cup,Gijón,Spain,True,1982
12560,1982-06-16,Spain,Honduras,1.0,1.0,FIFA World Cup,Valencia,Spain,False,1982
12561,1982-06-17,Chile,Austria,0.0,1.0,FIFA World Cup,Oviedo,Spain,True,1982
12562,1982-06-17,Czechoslovakia,Kuwait,1.0,1.0,FIFA World Cup,Valladolid,Spain,True,1982
12563,1982-06-17,Yugoslavia,Northern Ireland,0.0,0.0,FIFA World Cup,Zaragoza,Spain,True,1982
12564,1982-06-18,Argentina,Hungary,4.0,1.0,FIFA World Cup,Alicante,Spain,True,1982
12565,1982-06-18,Brazil,Scotland,4.0,1.0,FIFA World Cup,Seville,Spain,True,1982
12566,1982-06-18,Italy,Peru,1.0,1.0,FIFA World Cup,Vigo,Spain,True,1982
12567,1982-06-19,Belgium,El Salvador,1.0,0.0,FIFA World Cup,Elche,Spain,True,1982
12568,1982-06-19,Poland,Cameroon,0.0,0.0,FIFA World Cup,La Coruña,Spain,True,1982
12569,1982-06-19,Russia,New Zealand,3.0,0.0,FIFA World Cup,Málaga,Spain,True,1982
12570,1982-06-20,England,Czechoslovakia,2.0,0.0,FIFA World Cup,Bilbao,Spain,True,1982
12571,1982-06-20,Germany,Chile,4.0,1.0,FIFA World Cup,Gijón,Spain,True,1982
12572,1982-06-20,Spain,Yugoslavia,2.0,1.0,FIFA World Cup,Valencia,Spain,False,1982
12573,1982-06-21,Algeria,Austria,0.0,2.0,FIFA World Cup,Oviedo,Spain,True,1982
12574,1982-06-21,France,Kuwait,4.0,1.0,FIFA World Cup,Valladolid,Spain,True,1982
12575,1982-06-21,Honduras,Northern Ireland,1.0,1.0,FIFA World Cup,Zaragoza,Spain,True,1982
12576,1982-06-22,Belgium,Hungary,1.0,1.0,FIFA World Cup,Elche,Spain,True,1982
12577,1982-06-22,Poland,Peru,5.0,1.0,FIFA World Cup,La Coruña,Spain,True,1982
12578,1982-06-22,Russia,Scotland,2.0,2.0,FIFA World Cup,Málaga,Spain,True,1982
12580,1982-06-23,Argentina,El Salvador,2.0,0.0,FIFA World Cup,Alicante,Spain,True,1982
12581,1982-06-23,Brazil,New Zealand,4.0,0.0,FIFA World Cup,Seville,Spain,True,1982
12582,1982-06-23,Italy,Cameroon,1.0,1.0,FIFA World Cup,Vigo,Spain,True,1982
12583,1982-06-24,Algeria,Chile,3.0,2.0,FIFA World Cup,Oviedo,Spain,True,1982
12584,1982-06-24,France,Czechoslovakia,1.0,1.0,FIFA World Cup,Valladolid,Spain,True,1982
12585,1982-06-24,Honduras,Yugoslavia,0.0,1.0,FIFA World Cup,Zaragoza,Spain,True,1982
12586,1982-06-25,England,Kuwait,1.0,0.0,FIFA World Cup,Bilbao,Spain,True,1982
12587,1982-06-25,Germany,Austria,1.0,0.0,FIFA World Cup,Gijón,Spain,True,1982
12588,1982-06-25,Spain,Northern Ireland,0.0,1.0,FIFA World Cup,Valencia,Spain,False,1982
12592,1982-06-28,Austria,France,0.0,1.0,FIFA World Cup,Madrid,Spain,True,1982
12593,1982-06-28,Poland,Belgium,3.0,0.0,FIFA World Cup,Barcelona,Spain,True,1982
12594,1982-06-29,Germany,England,0.0,0.0,FIFA World Cup,Madrid,Spain,True,1982
12595,1982-06-29,Italy,Argentina,2.0,1.0,FIFA World Cup,Barcelona,Spain,True,1982
12596,1982-07-01,Austria,Northern Ireland,2.0,2.0,FIFA World Cup,Madrid,Spain,True,1982
12597,1982-07-01,Belgium,Russia,0.0,1.0,FIFA World Cup,Barcelona,Spain,True,1982
12598,1982-07-02,Argentina,Brazil,1.0,3.0,FIFA World Cup,Barcelona,Spain,True,1982
12599,1982-07-02,Spain,Germany,1.0,2.0,FIFA World Cup,Madrid,Spain,False,1982
12600,1982-07-04,France,Northern Ireland,4.0,1.0,FIFA World Cup,Madrid,Spain,True,1982
12601,1982-07-04,Poland,Russia,0.0,0.0,FIFA World Cup,Barcelona,Spain,True,1982
12602,1982-07-05,Italy,Brazil,3.0,2.0,FIFA World Cup,Barcelona,Spain,True,1982
12603,1982-07-05,Spain,England,0.0,0.0,FIFA World Cup,Madrid,Spain,False,1982
12605,1982-07-08,Germany,France,3.0,3.0,FIFA World Cup,Seville,Spain,True,1982
12607,1982-07-08,Poland,Italy,0.0,2.0,FIFA World Cup,Barcelona,Spain,True,1982
12608,1982-07-10,Poland,France,3.0,2.0,FIFA World Cup,Alicante,Spain,True,1982
12610,1982-07-11,Italy,Germany,3.0,1.0,FIFA World Cup,Madrid,Spain,True,1982
14486,1986-05-31,Bulgaria,Italy,1.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1986
14488,1986-06-01,Canada,France,0.0,1.0,FIFA World Cup,León,Mexico,True,1986
14489,1986-06-01,Spain,Brazil,0.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14490,1986-06-02,Argentina,South Korea,3.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1986
14491,1986-06-02,Morocco,Poland,0.0,0.0,FIFA World Cup,Monterrey,Mexico,True,1986
14492,1986-06-02,Russia,Hungary,6.0,0.0,FIFA World Cup,Irapuato,Mexico,True,1986
14493,1986-06-03,Algeria,Northern Ireland,1.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14495,1986-06-03,Mexico,Belgium,2.0,1.0,FIFA World Cup,Mexico City,Mexico,False,1986
14496,1986-06-03,Portugal,England,1.0,0.0,FIFA World Cup,Monterrey,Mexico,True,1986
14498,1986-06-04,Paraguay,Iraq,1.0,0.0,FIFA World Cup,Toluca,Mexico,True,1986
14500,1986-06-04,Scotland,Denmark,0.0,1.0,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986
14501,1986-06-04,Uruguay,Germany,1.0,1.0,FIFA World Cup,Querétaro,Mexico,True,1986
14502,1986-06-05,France,Russia,1.0,1.0,FIFA World Cup,León,Mexico,True,1986
14503,1986-06-05,Italy,Argentina,1.0,1.0,FIFA World Cup,Puebla,Mexico,True,1986
14504,1986-06-05,South Korea,Bulgaria,1.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1986
14505,1986-06-06,Brazil,Algeria,1.0,0.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14506,1986-06-06,England,Morocco,0.0,0.0,FIFA World Cup,Monterrey,Mexico,True,1986
14507,1986-06-06,Hungary,Canada,2.0,0.0,FIFA World Cup,Irapuato,Mexico,True,1986
14509,1986-06-07,Mexico,Paraguay,1.0,1.0,FIFA World Cup,Mexico City,Mexico,False,1986
14511,1986-06-07,Northern Ireland,Spain,1.0,2.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14512,1986-06-07,Poland,Portugal,1.0,0.0,FIFA World Cup,Monterrey,Mexico,True,1986
14513,1986-06-08,Denmark,Uruguay,6.0,1.0,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986
14514,1986-06-08,Germany,Scotland,2.0,1.0,FIFA World Cup,Querétaro,Mexico,True,1986
14515,1986-06-08,Iraq,Belgium,1.0,2.0,FIFA World Cup,Toluca,Mexico,True,1986
14516,1986-06-09,Hungary,France,0.0,3.0,FIFA World Cup,León,Mexico,True,1986
14517,1986-06-09,Russia,Canada,2.0,0.0,FIFA World Cup,Irapuato,Mexico,True,1986
14518,1986-06-10,Argentina,Bulgaria,2.0,0.0,FIFA World Cup,Mexico City,Mexico,True,1986
14519,1986-06-10,South Korea,Italy,2.0,3.0,FIFA World Cup,Puebla,Mexico,True,1986
14520,1986-06-11,England,Poland,3.0,0.0,FIFA World Cup,Monterrey,Mexico,True,1986
14522,1986-06-11,Mexico,Iraq,1.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1986
14523,1986-06-11,Paraguay,Belgium,2.0,2.0,FIFA World Cup,Toluca,Mexico,True,1986
14524,1986-06-11,Portugal,Morocco,1.0,3.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14525,1986-06-12,Algeria,Spain,0.0,3.0,FIFA World Cup,Monterrey,Mexico,True,1986
14526,1986-06-12,Northern Ireland,Brazil,0.0,3.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14527,1986-06-13,Denmark,Germany,2.0,0.0,FIFA World Cup,Querétaro,Mexico,True,1986
14529,1986-06-13,Scotland,Uruguay,0.0,0.0,FIFA World Cup,Nezahualcóyotl,Mexico,True,1986
14530,1986-06-15,Mexico,Bulgaria,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,1986
14531,1986-06-15,Russia,Belgium,3.0,4.0,FIFA World Cup,León,Mexico,True,1986
14532,1986-06-16,Argentina,Uruguay,1.0,0.0,FIFA World Cup,Puebla,Mexico,True,1986
14533,1986-06-16,Brazil,Poland,4.0,0.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14534,1986-06-17,Italy,France,0.0,2.0,FIFA World Cup,Mexico City,Mexico,True,1986
14535,1986-06-17,Morocco,Germany,0.0,1.0,FIFA World Cup,Monterrey,Mexico,True,1986
14536,1986-06-18,Denmark,Spain,1.0,5.0,FIFA World Cup,Querétaro,Mexico,True,1986
14537,1986-06-18,England,Paraguay,3.0,0.0,FIFA World Cup,Mexico City,Mexico,True,1986
14538,1986-06-21,Brazil,France,1.0,1.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14540,1986-06-21,Mexico,Germany,0.0,0.0,FIFA World Cup,Monterrey,Mexico,False,1986
14541,1986-06-22,Argentina,England,2.0,1.0,FIFA World Cup,Mexico City,Mexico,True,1986
14543,1986-06-22,Spain,Belgium,1.0,1.0,FIFA World Cup,Puebla,Mexico,True,1986
14544,1986-06-25,Argentina,Belgium,2.0,0.0,FIFA World Cup,Mexico City,Mexico,True,1986
14545,1986-06-25,France,Germany,0.0,2.0,FIFA World Cup,Guadalajara,Mexico,True,1986
14546,1986-06-28,France,Belgium,4.0,2.0,FIFA World Cup,Puebla,Mexico,True,1986
14547,1986-06-29,Argentina,Germany,3.0,2.0,FIFA World Cup,Mexico City,Mexico,True,1986
16382,1990-06-08,Argentina,Cameroon,0.0,1.0,FIFA World Cup,Milan,Italy,True,1990
16383,1990-06-09,Italy,Austria,1.0,0.0,FIFA World Cup,Rome,Italy,False,1990
16384,1990-06-09,Russia,Romania,0.0,2.0,FIFA World Cup,Bari,Italy,True,1990
16385,1990-06-09,United Arab Emirates,Colombia,0.0,2.0,FIFA World Cup,Bologna,Italy,True,1990
16387,1990-06-10,Brazil,Sweden,2.0,1.0,FIFA World Cup,Turin,Italy,True,1990
16388,1990-06-10,Germany,Yugoslavia,4.0,1.0,FIFA World Cup,Milan,Italy,True,1990
16389,1990-06-10,United States,Czechoslovakia,1.0,5.0,FIFA World Cup,Florence,Italy,True,1990
16390,1990-06-11,Costa Rica,Scotland,1.0,0.0,FIFA World Cup,Genoa,Italy,True,1990
16391,1990-06-11,England,Republic of Ireland,1.0,1.0,FIFA World Cup,Cagliari,Italy,True,1990
16392,1990-06-12,Belgium,South Korea,2.0,0.0,FIFA World Cup,Verona,Italy,True,1990
16393,1990-06-12,Netherlands,Egypt,1.0,1.0,FIFA World Cup,Palermo,Italy,True,1990
16394,1990-06-13,Argentina,Russia,2.0,0.0,FIFA World Cup,Naples,Italy,True,1990
16395,1990-06-13,Uruguay,Spain,0.0,0.0,FIFA World Cup,Udine,Italy,True,1990
16396,1990-06-14,Cameroon,Romania,2.0,1.0,FIFA World Cup,Bari,Italy,True,1990
16397,1990-06-14,Italy,United States,1.0,0.0,FIFA World Cup,Rome,Italy,False,1990
16398,1990-06-14,Yugoslavia,Colombia,1.0,0.0,FIFA World Cup,Bologna,Italy,True,1990
16399,1990-06-15,Austria,Czechoslovakia,0.0,1.0,FIFA World Cup,Florence,Italy,True,1990
16400,1990-06-15,Germany,United Arab Emirates,5.0,1.0,FIFA World Cup,Milan,Italy,True,1990
16401,1990-06-16,Brazil,Costa Rica,1.0,0.0,FIFA World Cup,Turin,Italy,True,1990
16402,1990-06-16,England,Netherlands,0.0,0.0,FIFA World Cup,Cagliari,Italy,True,1990
16403,1990-06-16,Sweden,Scotland,1.0,2.0,FIFA World Cup,Genoa,Italy,True,1990
16404,1990-06-17,Belgium,Uruguay,3.0,1.0,FIFA World Cup,Verona,Italy,True,1990
16405,1990-06-17,Republic of Ireland,Egypt,0.0,0.0,FIFA World Cup,Palermo,Italy,True,1990
16406,1990-06-17,South Korea,Spain,1.0,3.0,FIFA World Cup,Udine,Italy,True,1990
16407,1990-06-18,Argentina,Romania,1.0,1.0,FIFA World Cup,Naples,Italy,True,1990
16408,1990-06-18,Cameroon,Russia,0.0,4.0,FIFA World Cup,Bari,Italy,True,1990
16409,1990-06-19,Austria,United States,2.0,1.0,FIFA World Cup,Florence,Italy,True,1990
16410,1990-06-19,Germany,Colombia,1.0,1.0,FIFA World Cup,Milan,Italy,True,1990
16411,1990-06-19,Italy,Czechoslovakia,2.0,0.0,FIFA World Cup,Rome,Italy,False,1990
16412,1990-06-19,Yugoslavia,United Arab Emirates,4.0,1.0,FIFA World Cup,Bologna,Italy,True,1990
16413,1990-06-20,Brazil,Scotland,1.0,0.0,FIFA World Cup,Turin,Italy,True,1990
16414,1990-06-20,Sweden,Costa Rica,1.0,2.0,FIFA World Cup,Genoa,Italy,True,1990
16415,1990-06-21,Belgium,Spain,1.0,2.0,FIFA World Cup,Verona,Italy,True,1990
16416,1990-06-21,England,Egypt,1.0,0.0,FIFA World Cup,Cagliari,Italy,True,1990
16417,1990-06-21,Republic of Ireland,Netherlands,1.0,1.0,FIFA World Cup,Palermo,Italy,True,1990
16418,1990-06-21,South Korea,Uruguay,0.0,1.0,FIFA World Cup,Udine,Italy,True,1990
16419,1990-06-23,Cameroon,Colombia,2.0,1.0,FIFA World Cup,Naples,Italy,True,1990
16420,1990-06-23,Czechoslovakia,Costa Rica,4.0,1.0,FIFA World Cup,Bari,Italy,True,1990
16421,1990-06-24,Brazil,Argentina,0.0,1.0,FIFA World Cup,Turin,Italy,True,1990
16422,1990-06-24,Germany,Netherlands,2.0,1.0,FIFA World Cup,Milan,Italy,True,1990
16423,1990-06-25,Republic of Ireland,Romania,0.0,0.0,FIFA World Cup,Genoa,Italy,True,1990
16424,1990-06-25,Italy,Uruguay,2.0,0.0,FIFA World Cup,Rome,Italy,False,1990
16425,1990-06-26,England,Belgium,1.0,0.0,FIFA World Cup,Bologna,Italy,True,1990
16426,1990-06-26,Spain,Yugoslavia,1.0,2.0,FIFA World Cup,Verona,Italy,True,1990
16427,1990-06-30,Italy,Republic of Ireland,1.0,0.0,FIFA World Cup,Rome,Italy,False,1990
16428,1990-06-30,Yugoslavia,Argentina,0.0,0.0,FIFA World Cup,Florence,Italy,True,1990
16429,1990-07-01,Cameroon,England,2.0,3.0,FIFA World Cup,Naples,Italy,True,1990
16430,1990-07-01,Germany,Czechoslovakia,1.0,0.0,FIFA World Cup,Milan,Italy,True,1990
16431,1990-07-03,Italy,Argentina,1.0,1.0,FIFA World Cup,Naples,Italy,False,1990
16432,1990-07-04,Germany,England,1.0,1.0,FIFA World Cup,Turin,Italy,True,1990
16434,1990-07-07,Italy,England,2.0,1.0,FIFA World Cup,Bari,Italy,False,1990
16435,1990-07-08,Germany,Argentina,1.0,0.0,FIFA World Cup,Rome,Italy,True,1990
18694,1994-06-17,Germany,Bolivia,1.0,0.0,FIFA World Cup,Chicago,United States,True,1994
18695,1994-06-17,Spain,South Korea,2.0,2.0,FIFA World Cup,Dallas,United States,True,1994
18696,1994-06-18,Colombia,Romania,1.0,3.0,FIFA World Cup,Pasadena,United States,True,1994
18697,1994-06-18,Italy,Republic of Ireland,0.0,1.0,FIFA World Cup,East Rutherford,United States,True,1994
18698,1994-06-18,United States,Switzerland,1.0,1.0,FIFA World Cup,Pontiac,United States,False,1994
18699,1994-06-19,Belgium,Morocco,1.0,0.0,FIFA World Cup,Orlando,United States,True,1994
18700,1994-06-19,Cameroon,Sweden,2.0,2.0,FIFA World Cup,Pasadena,United States,True,1994
18701,1994-06-19,Norway,Mexico,1.0,0.0,FIFA World Cup,Washington,United States,True,1994
18702,1994-06-20,Brazil,Russia,2.0,0.0,FIFA World Cup,Palo Alto,United States,True,1994
18703,1994-06-20,Netherlands,Saudi Arabia,2.0,1.0,FIFA World Cup,Washington,United States,True,1994
18704,1994-06-21,Argentina,Greece,4.0,0.0,FIFA World Cup,Foxborough,United States,True,1994
18705,1994-06-21,Germany,Spain,1.0,1.0,FIFA World Cup,Chicago,United States,True,1994
18706,1994-06-21,Nigeria,Bulgaria,3.0,0.0,FIFA World Cup,Dallas,United States,True,1994
18707,1994-06-22,Romania,Switzerland,1.0,4.0,FIFA World Cup,Pontiac,United States,True,1994
18708,1994-06-22,United States,Colombia,2.0,1.0,FIFA World Cup,Pasadena,United States,False,1994
18709,1994-06-23,Italy,Norway,1.0,0.0,FIFA World Cup,East Rutherford,United States,True,1994
18710,1994-06-23,South Korea,Bolivia,0.0,0.0,FIFA World Cup,Foxborough,United States,True,1994
18711,1994-06-24,Brazil,Cameroon,3.0,0.0,FIFA World Cup,Palo Alto,United States,True,1994
18712,1994-06-24,Mexico,Republic of Ireland,2.0,1.0,FIFA World Cup,Orlando,United States,True,1994
18713,1994-06-24,Sweden,Russia,3.0,1.0,FIFA World Cup,Pontiac,United States,True,1994
18714,1994-06-25,Argentina,Nigeria,2.0,1.0,FIFA World Cup,Foxborough,United States,True,1994
18715,1994-06-25,Belgium,Netherlands,1.0,0.0,FIFA World Cup,Orlando,United States,True,1994
18716,1994-06-25,Saudi Arabia,Morocco,2.0,1.0,FIFA World Cup,East Rutherford,United States,True,1994
18717,1994-06-26,Bulgaria,Greece,4.0,0.0,FIFA World Cup,Chicago,United States,True,1994
18719,1994-06-26,Switzerland,Colombia,0.0,2.0,FIFA World Cup,Palo Alto,United States,True,1994
18720,1994-06-26,United States,Romania,0.0,1.0,FIFA World Cup,Pasadena,United States,False,1994
18721,1994-06-27,Bolivia,Spain,1.0,3.0,FIFA World Cup,Chicago,United States,True,1994
18722,1994-06-27,Germany,South Korea,3.0,2.0,FIFA World Cup,Dallas,United States,True,1994
18723,1994-06-28,Brazil,Sweden,1.0,1.0,FIFA World Cup,Pontiac,United States,True,1994
18724,1994-06-28,Republic of Ireland,Norway,0.0,0.0,FIFA World Cup,East Rutherford,United States,True,1994
18725,1994-06-28,Italy,Mexico,1.0,1.0,FIFA World Cup,Washington,United States,True,1994
18726,1994-06-28,Russia,Cameroon,6.0,1.0,FIFA World Cup,Palo Alto,United States,True,1994
18727,1994-06-29,Belgium,Saudi Arabia,0.0,1.0,FIFA World Cup,Washington,United States,True,1994
18728,1994-06-29,Morocco,Netherlands,1.0,2.0,FIFA World Cup,Orlando,United States,True,1994
18729,1994-06-30,Argentina,Bulgaria,0.0,2.0,FIFA World Cup,Dallas,United States,True,1994
18730,1994-06-30,Greece,Nigeria,0.0,2.0,FIFA World Cup,Foxborough,United States,True,1994
18732,1994-07-02,Germany,Belgium,3.0,2.0,FIFA World Cup,Chicago,United States,True,1994
18733,1994-07-02,Spain,Switzerland,3.0,0.0,FIFA World Cup,Washington,United States,True,1994
18735,1994-07-03,Romania,Argentina,3.0,2.0,FIFA World Cup,Pasadena,United States,True,1994
18736,1994-07-03,Saudi Arabia,Sweden,1.0,3.0,FIFA World Cup,Dallas,United States,True,1994
18738,1994-07-04,Netherlands,Republic of Ireland,2.0,0.0,FIFA World Cup,Orlando,United States,True,1994
18739,1994-07-04,United States,Brazil,0.0,1.0,FIFA World Cup,Palo Alto,United States,False,1994
18740,1994-07-05,Mexico,Bulgaria,1.0,1.0,FIFA World Cup,East Rutherford,United States,True,1994
18741,1994-07-05,Nigeria,Italy,1.0,2.0,FIFA World Cup,Foxborough,United States,True,1994
18751,1994-07-09,Italy,Spain,2.0,1.0,FIFA World Cup,Foxborough,United States,True,1994
18752,1994-07-09,Netherlands,Brazil,2.0,3.0,FIFA World Cup,Dallas,United States,True,1994
18753,1994-07-10,Bulgaria,Germany,2.0,1.0,FIFA World Cup,East Rutherford,United States,True,1994
18754,1994-07-10,Romania,Sweden,2.0,2.0,FIFA World Cup,Palo Alto,United States,True,1994
18755,1994-07-13,Bulgaria,Italy,1.0,2.0,FIFA World Cup,East Rutherford,United States,True,1994
18756,1994-07-13,Sweden,Brazil,0.0,1.0,FIFA World Cup,Pasadena,United States,True,1994
18759,1994-07-16,Sweden,Bulgaria,4.0,0.0,FIFA World Cup,Pasadena,United States,True,1994
18760,1994-07-17,Brazil,Italy,0.0,0.0,FIFA World Cup,Pasadena,United States,True,1994
21633,1998-06-10,Brazil,Scotland,2.0,1.0,FIFA World Cup,Saint-Denis,France,True,1998
21634,1998-06-10,Morocco,Norway,2.0,2.0,FIFA World Cup,Montpellier,France,True,1998
21635,1998-06-11,Cameroon,Austria,1.0,1.0,FIFA World Cup,Toulouse,France,True,1998
21636,1998-06-11,Italy,Chile,2.0,2.0,FIFA World Cup,Bordeaux,France,True,1998
21637,1998-06-12,France,South Africa,3.0,0.0,FIFA World Cup,Marseille,France,False,1998
21638,1998-06-12,Paraguay,Bulgaria,0.0,0.0,FIFA World Cup,Montpellier,France,True,1998
21639,1998-06-12,Saudi Arabia,Denmark,0.0,1.0,FIFA World Cup,Lens,France,True,1998
21640,1998-06-13,South Korea,Mexico,1.0,3.0,FIFA World Cup,Lyon,France,True,1998
21641,1998-06-13,Netherlands,Belgium,0.0,0.0,FIFA World Cup,Saint-Denis,France,True,1998
21643,1998-06-13,Spain,Nigeria,2.0,3.0,FIFA World Cup,Nantes,France,True,1998
21644,1998-06-14,Argentina,Japan,1.0,0.0,FIFA World Cup,Toulouse,France,True,1998
21645,1998-06-14,Jamaica,Croatia,1.0,3.0,FIFA World Cup,Lens,France,True,1998
21646,1998-06-14,Serbia,Iran,1.0,0.0,FIFA World Cup,Saint-Étienne,France,True,1998
21647,1998-06-15,England,Tunisia,2.0,0.0,FIFA World Cup,Marseille,France,True,1998
21648,1998-06-15,Germany,United States,2.0,0.0,FIFA World Cup,Paris,France,True,1998
21649,1998-06-15,Romania,Colombia,1.0,0.0,FIFA World Cup,Lyon,France,True,1998
21650,1998-06-16,Brazil,Morocco,3.0,0.0,FIFA World Cup,Nantes,France,True,1998
21651,1998-06-16,Scotland,Norway,1.0,1.0,FIFA World Cup,Bordeaux,France,True,1998
21652,1998-06-17,Chile,Austria,1.0,1.0,FIFA World Cup,Saint-Étienne,France,True,1998
21653,1998-06-17,Italy,Cameroon,3.0,0.0,FIFA World Cup,Montpellier,France,True,1998
21654,1998-06-18,France,Saudi Arabia,4.0,0.0,FIFA World Cup,Saint-Denis,France,False,1998
21655,1998-06-18,South Africa,Denmark,1.0,1.0,FIFA World Cup,Toulouse,France,True,1998
21656,1998-06-19,Nigeria,Bulgaria,1.0,0.0,FIFA World Cup,Paris,France,True,1998
